ID,URL,Title,Difficulty,Acceptance %,Frequency %
796,https://leetcode.com/problems/rotate-string,Rotate String,Easy,65.4%,100.0%
14,https://leetcode.com/problems/longest-common-prefix,Longest Common Prefix,Easy,47.4%,89.3%
1953,https://leetcode.com/problems/maximum-number-of-weeks-for-which-you-can-work,Maximum Number of Weeks for Which You Can Work,Medium,42.4%,89.3%
