ID,URL,Title,Difficulty,Acceptance %,Frequency %
146,https://leetcode.com/problems/lru-cache,LRU Cache,Medium,48.0%,100.0%
764,https://leetcode.com/problems/largest-plus-sign,Largest Plus Sign,Medium,49.5%,100.0%
1143,https://leetcode.com/problems/longest-common-subsequence,Longest Common Subsequence,Medium,59.5%,88.0%
1146,https://leetcode.com/problems/snapshot-array,Snapshot Array,Medium,36.8%,88.0%
