ID,URL,Title,Difficulty,Acceptance %,Frequency %
913,https://leetcode.com/problems/cat-and-mouse,"Cat and Mouse",Hard,35.1%,100.0%
1642,https://leetcode.com/problems/furthest-building-you-can-reach,"Furthest Building You Can Reach",Medium,50.4%,100.0%
752,https://leetcode.com/problems/open-the-lock,"Open the Lock",Medium,61.3%,91.1%
