ID,URL,Title,Difficulty,Acceptance %,Frequency %
283,https://leetcode.com/problems/move-zeroes,Move Zeroes,Easy,63.8%,100.0%
91,https://leetcode.com/problems/decode-ways,Decode Ways,Medium,38.5%,95.5%
49,https://leetcode.com/problems/group-anagrams,Group Anagrams,Medium,72.5%,92.4%
14,https://leetcode.com/problems/longest-common-prefix,Longest Common Prefix,Easy,45.6%,87.5%
20,https://leetcode.com/problems/valid-parentheses,Valid Parentheses,Easy,42.4%,87.5%
22,https://leetcode.com/problems/generate-parentheses,Generate Parentheses,Medium,77.3%,87.5%
345,https://leetcode.com/problems/reverse-vowels-of-a-string,Reverse Vowels of a String,Easy,58.5%,87.5%
1907,https://leetcode.com/problems/count-salary-categories,Count Salary Categories,Medium,62.6%,87.5%
1004,https://leetcode.com/problems/max-consecutive-ones-iii,Max Consecutive Ones III,Medium,68.4%,82.7%
2343,https://leetcode.com/problems/query-kth-smallest-trimmed-number,Query Kth Smallest Trimmed Number,Medium,48.2%,82.7%
1,https://leetcode.com/problems/two-sum,Two Sum,Easy,57.4%,81.8%
3,https://leetcode.com/problems/longest-substring-without-repeating-characters,Longest Substring Without Repeating Characters,Medium,38.9%,81.8%
5,https://leetcode.com/problems/longest-palindromic-substring,Longest Palindromic Substring,Medium,37.7%,81.8%
88,https://leetcode.com/problems/merge-sorted-array,Merge Sorted Array,Easy,54.7%,81.8%
189,https://leetcode.com/problems/rotate-array,Rotate Array,Medium,44.8%,81.8%
242,https://leetcode.com/problems/valid-anagram,Valid Anagram,Easy,68.0%,81.8%
146,https://leetcode.com/problems/lru-cache,LRU Cache,Medium,47.3%,81.7%
329,https://leetcode.com/problems/longest-increasing-path-in-a-matrix,Longest Increasing Path in a Matrix,Hard,57.0%,72.6%
387,https://leetcode.com/problems/first-unique-character-in-a-string,First Unique Character in a String,Easy,66.2%,72.6%
402,https://leetcode.com/problems/remove-k-digits,Remove K Digits,Medium,37.6%,72.6%
