ID,URL,Title,Difficulty,Acceptance %,Frequency %
132,https://leetcode.com/problems/palindrome-partitioning-ii,Palindrome Partitioning II,Hard,36.9%,100.0%
131,https://leetcode.com/problems/palindrome-partitioning,Palindrome Partitioning,Medium,73.9%,89.9%
56,https://leetcode.com/problems/merge-intervals,Merge Intervals,Medium,51.8%,89.8%
